em_KEGG_ko,kegg_pathway_id,Overview_category,pathway_name
K04519,ko04621,Immune system,NOD-like receptor signaling pathway
K04570,ko04621,Immune system,NOD-like receptor signaling pathway
K04612,ko04621,Immune system,NOD-like receptor signaling pathway
K04622,ko04621,Immune system,NOD-like receptor signaling pathway
K04693,ko04621,Immune system,NOD-like receptor signaling pathway
K04725,ko04621,Immune system,NOD-like receptor signaling pathway
K04729,ko04621,Immune system,NOD-like receptor signaling pathway
K04733,ko04621,Immune system,NOD-like receptor signaling pathway
K04734,ko04621,Immune system,NOD-like receptor signaling pathway
K04735,ko04621,Immune system,NOD-like receptor signaling pathway
K04741,ko04621,Immune system,NOD-like receptor signaling pathway
K04958,ko04621,Immune system,NOD-like receptor signaling pathway
K04959,ko04621,Immune system,NOD-like receptor signaling pathway
K04960,ko04621,Immune system,NOD-like receptor signaling pathway
K04971,ko04621,Immune system,NOD-like receptor signaling pathway
K04977,ko04621,Immune system,NOD-like receptor signaling pathway
K04982,ko04621,Immune system,NOD-like receptor signaling pathway
K05130,ko04621,Immune system,NOD-like receptor signaling pathway
K05131,ko04621,Immune system,NOD-like receptor signaling pathway
K05220,ko04621,Immune system,NOD-like receptor signaling pathway
K05230,ko04621,Immune system,NOD-like receptor signaling pathway
K05405,ko04621,Immune system,NOD-like receptor signaling pathway
K05410,ko04621,Immune system,NOD-like receptor signaling pathway
K05411,ko04621,Immune system,NOD-like receptor signaling pathway
K05414,ko04621,Immune system,NOD-like receptor signaling pathway
K05415,ko04621,Immune system,NOD-like receptor signaling pathway
K05482,ko04621,Immune system,NOD-like receptor signaling pathway
K05505,ko04621,Immune system,NOD-like receptor signaling pathway
K05842,ko04621,Immune system,NOD-like receptor signaling pathway
K05858,ko04621,Immune system,NOD-like receptor signaling pathway
K05862,ko04621,Immune system,NOD-like receptor signaling pathway
K06030,ko04621,Immune system,NOD-like receptor signaling pathway
K06068,ko04621,Immune system,NOD-like receptor signaling pathway
K06071,ko04621,Immune system,NOD-like receptor signaling pathway
K06630,ko04621,Immune system,NOD-like receptor signaling pathway
K07209,ko04621,Immune system,NOD-like receptor signaling pathway
K07210,ko04621,Immune system,NOD-like receptor signaling pathway
K07211,ko04621,Immune system,NOD-like receptor signaling pathway
K08009,ko04621,Immune system,NOD-like receptor signaling pathway
K08336,ko04621,Immune system,NOD-like receptor signaling pathway
K08339,ko04621,Immune system,NOD-like receptor signaling pathway
K08341,ko04621,Immune system,NOD-like receptor signaling pathway
K08598,ko04621,Immune system,NOD-like receptor signaling pathway
K08645,ko04621,Immune system,NOD-like receptor signaling pathway
K08727,ko04621,Immune system,NOD-like receptor signaling pathway
K08846,ko04621,Immune system,NOD-like receptor signaling pathway
K08847,ko04621,Immune system,NOD-like receptor signaling pathway
K09447,ko04621,Immune system,NOD-like receptor signaling pathway
K09849,ko04621,Immune system,NOD-like receptor signaling pathway
K10030,ko04621,Immune system,NOD-like receptor signaling pathway
K10160,ko04621,Immune system,NOD-like receptor signaling pathway
K10165,ko04621,Immune system,NOD-like receptor signaling pathway
K10435,ko04621,Immune system,NOD-like receptor signaling pathway
K10630,ko04621,Immune system,NOD-like receptor signaling pathway
K11030,ko04621,Immune system,NOD-like receptor signaling pathway
K11217,ko04621,Immune system,NOD-like receptor signaling pathway
K11219,ko04621,Immune system,NOD-like receptor signaling pathway
K11220,ko04621,Immune system,NOD-like receptor signaling pathway
K11221,ko04621,Immune system,NOD-like receptor signaling pathway
K11859,ko04621,Immune system,NOD-like receptor signaling pathway
K11864,ko04621,Immune system,NOD-like receptor signaling pathway
K11974,ko04621,Immune system,NOD-like receptor signaling pathway
K12499,ko04621,Immune system,NOD-like receptor signaling pathway
K12648,ko04621,Immune system,NOD-like receptor signaling pathway
K12650,ko04621,Immune system,NOD-like receptor signaling pathway
K12653,ko04621,Immune system,NOD-like receptor signaling pathway
K12654,ko04621,Immune system,NOD-like receptor signaling pathway
K12792,ko04621,Immune system,NOD-like receptor signaling pathway
K12793,ko04621,Immune system,NOD-like receptor signaling pathway
K12794,ko04621,Immune system,NOD-like receptor signaling pathway
K12795,ko04621,Immune system,NOD-like receptor signaling pathway
K12796,ko04621,Immune system,NOD-like receptor signaling pathway
K12797,ko04621,Immune system,NOD-like receptor signaling pathway
K12798,ko04621,Immune system,NOD-like receptor signaling pathway
K12799,ko04621,Immune system,NOD-like receptor signaling pathway
K12800,ko04621,Immune system,NOD-like receptor signaling pathway
K12801,ko04621,Immune system,NOD-like receptor signaling pathway
K12802,ko04621,Immune system,NOD-like receptor signaling pathway
K12803,ko04621,Immune system,NOD-like receptor signaling pathway
K12804,ko04621,Immune system,NOD-like receptor signaling pathway
K12805,ko04621,Immune system,NOD-like receptor signaling pathway
K12806,ko04621,Immune system,NOD-like receptor signaling pathway
K12807,ko04621,Immune system,NOD-like receptor signaling pathway
K12966,ko04621,Immune system,NOD-like receptor signaling pathway
K13916,ko04621,Immune system,NOD-like receptor signaling pathway
K14139,ko04621,Immune system,NOD-like receptor signaling pathway
K14216,ko04621,Immune system,NOD-like receptor signaling pathway
K14624,ko04621,Immune system,NOD-like receptor signaling pathway
K15040,ko04621,Immune system,NOD-like receptor signaling pathway
K15041,ko04621,Immune system,NOD-like receptor signaling pathway
K15838,ko04621,Immune system,NOD-like receptor signaling pathway
K16060,ko04621,Immune system,NOD-like receptor signaling pathway
K17065,ko04621,Immune system,NOD-like receptor signaling pathway
K17820,ko04621,Immune system,NOD-like receptor signaling pathway
K17890,ko04621,Immune system,NOD-like receptor signaling pathway
K20858,ko04621,Immune system,NOD-like receptor signaling pathway
K20863,ko04621,Immune system,NOD-like receptor signaling pathway
K20864,ko04621,Immune system,NOD-like receptor signaling pathway
K20865,ko04621,Immune system,NOD-like receptor signaling pathway
K20876,ko04621,Immune system,NOD-like receptor signaling pathway
K20894,ko04621,Immune system,NOD-like receptor signaling pathway
K20897,ko04621,Immune system,NOD-like receptor signaling pathway
K20898,ko04621,Immune system,NOD-like receptor signaling pathway
K20899,ko04621,Immune system,NOD-like receptor signaling pathway
K20909,ko04621,Immune system,NOD-like receptor signaling pathway
K20910,ko04621,Immune system,NOD-like receptor signaling pathway
K20911,ko04621,Immune system,NOD-like receptor signaling pathway
K20914,ko04621,Immune system,NOD-like receptor signaling pathway
K20915,ko04621,Immune system,NOD-like receptor signaling pathway
K20916,ko04621,Immune system,NOD-like receptor signaling pathway
K20917,ko04621,Immune system,NOD-like receptor signaling pathway
K21100,ko04621,Immune system,NOD-like receptor signaling pathway
K21356,ko04621,Immune system,NOD-like receptor signaling pathway
K21421,ko04621,Immune system,NOD-like receptor signaling pathway
K23126,ko04621,Immune system,NOD-like receptor signaling pathway
K23691,ko04621,Immune system,NOD-like receptor signaling pathway
K00863,ko04622,Immune system,RIG-I-like receptor signaling pathway
K02373,ko04622,Immune system,RIG-I-like receptor signaling pathway
K02580,ko04622,Immune system,RIG-I-like receptor signaling pathway
K02581,ko04622,Immune system,RIG-I-like receptor signaling pathway
K02861,ko04622,Immune system,RIG-I-like receptor signaling pathway
K03156,ko04622,Immune system,RIG-I-like receptor signaling pathway
K03171,ko04622,Immune system,RIG-I-like receptor signaling pathway
K03173,ko04622,Immune system,RIG-I-like receptor signaling pathway
K03174,ko04622,Immune system,RIG-I-like receptor signaling pathway
K03175,ko04622,Immune system,RIG-I-like receptor signaling pathway
K04398,ko04622,Immune system,RIG-I-like receptor signaling pathway
K04400,ko04622,Immune system,RIG-I-like receptor signaling pathway
K04416,ko04622,Immune system,RIG-I-like receptor signaling pathway
K04427,ko04622,Immune system,RIG-I-like receptor signaling pathway
K04440,ko04622,Immune system,RIG-I-like receptor signaling pathway
K04441,ko04622,Immune system,RIG-I-like receptor signaling pathway
K04467,ko04622,Immune system,RIG-I-like receptor signaling pathway
K04734,ko04622,Immune system,RIG-I-like receptor signaling pathway
K04735,ko04622,Immune system,RIG-I-like receptor signaling pathway
K05406,ko04622,Immune system,RIG-I-like receptor signaling pathway
K05410,ko04622,Immune system,RIG-I-like receptor signaling pathway
K05411,ko04622,Immune system,RIG-I-like receptor signaling pathway
K05414,ko04622,Immune system,RIG-I-like receptor signaling pathway
K05415,ko04622,Immune system,RIG-I-like receptor signaling pathway
K05425,ko04622,Immune system,RIG-I-like receptor signaling pathway
K05440,ko04622,Immune system,RIG-I-like receptor signaling pathway
K05441,ko04622,Immune system,RIG-I-like receptor signaling pathway
K05442,ko04622,Immune system,RIG-I-like receptor signaling pathway
K07209,ko04622,Immune system,RIG-I-like receptor signaling pathway
K07210,ko04622,Immune system,RIG-I-like receptor signaling pathway
K07211,ko04622,Immune system,RIG-I-like receptor signaling pathway
K08336,ko04622,Immune system,RIG-I-like receptor signaling pathway
K08339,ko04622,Immune system,RIG-I-like receptor signaling pathway
K08601,ko04622,Immune system,RIG-I-like receptor signaling pathway
K09447,ko04622,Immune system,RIG-I-like receptor signaling pathway
K09578,ko04622,Immune system,RIG-I-like receptor signaling pathway
K10030,ko04622,Immune system,RIG-I-like receptor signaling pathway
K10652,ko04622,Immune system,RIG-I-like receptor signaling pathway
K11594,ko04622,Immune system,RIG-I-like receptor signaling pathway
K12159,ko04622,Immune system,RIG-I-like receptor signaling pathway
K12170,ko04622,Immune system,RIG-I-like receptor signaling pathway
K12646,ko04622,Immune system,RIG-I-like receptor signaling pathway
K12647,ko04622,Immune system,RIG-I-like receptor signaling pathway
K12648,ko04622,Immune system,RIG-I-like receptor signaling pathway
K12649,ko04622,Immune system,RIG-I-like receptor signaling pathway
K12650,ko04622,Immune system,RIG-I-like receptor signaling pathway
K12651,ko04622,Immune system,RIG-I-like receptor signaling pathway
K12652,ko04622,Immune system,RIG-I-like receptor signaling pathway
K12653,ko04622,Immune system,RIG-I-like receptor signaling pathway
K12654,ko04622,Immune system,RIG-I-like receptor signaling pathway
K12655,ko04622,Immune system,RIG-I-like receptor signaling pathway
K12656,ko04622,Immune system,RIG-I-like receptor signaling pathway
K12671,ko04622,Immune system,RIG-I-like receptor signaling pathway
K12968,ko04622,Immune system,RIG-I-like receptor signaling pathway
K27391,ko04622,Immune system,RIG-I-like receptor signaling pathway
K01158,ko04623,Immune system,Cytosolic DNA-sensing pathway
K01370,ko04623,Immune system,Cytosolic DNA-sensing pathway
K02187,ko04623,Immune system,Cytosolic DNA-sensing pathway
K02373,ko04623,Immune system,Cytosolic DNA-sensing pathway
K02580,ko04623,Immune system,Cytosolic DNA-sensing pathway
K02581,ko04623,Immune system,Cytosolic DNA-sensing pathway
K02861,ko04623,Immune system,Cytosolic DNA-sensing pathway
K03007,ko04623,Immune system,Cytosolic DNA-sensing pathway
K03009,ko04623,Immune system,Cytosolic DNA-sensing pathway
K03013,ko04623,Immune system,Cytosolic DNA-sensing pathway
K03014,ko04623,Immune system,Cytosolic DNA-sensing pathway
K03016,ko04623,Immune system,Cytosolic DNA-sensing pathway
K03018,ko04623,Immune system,Cytosolic DNA-sensing pathway
K03019,ko04623,Immune system,Cytosolic DNA-sensing pathway
K03020,ko04623,Immune system,Cytosolic DNA-sensing pathway
K03021,ko04623,Immune system,Cytosolic DNA-sensing pathway
K03022,ko04623,Immune system,Cytosolic DNA-sensing pathway
K03023,ko04623,Immune system,Cytosolic DNA-sensing pathway
K03024,ko04623,Immune system,Cytosolic DNA-sensing pathway
K03025,ko04623,Immune system,Cytosolic DNA-sensing pathway
K03026,ko04623,Immune system,Cytosolic DNA-sensing pathway
K03027,ko04623,Immune system,Cytosolic DNA-sensing pathway
K04397,ko04623,Immune system,Cytosolic DNA-sensing pathway
K04398,ko04623,Immune system,Cytosolic DNA-sensing pathway
K04467,ko04623,Immune system,Cytosolic DNA-sensing pathway
K04519,ko04623,Immune system,Cytosolic DNA-sensing pathway
K04734,ko04623,Immune system,Cytosolic DNA-sensing pathway
K04735,ko04623,Immune system,Cytosolic DNA-sensing pathway
K05405,ko04623,Immune system,Cytosolic DNA-sensing pathway
K05410,ko04623,Immune system,Cytosolic DNA-sensing pathway
K05411,ko04623,Immune system,Cytosolic DNA-sensing pathway
K05414,ko04623,Immune system,Cytosolic DNA-sensing pathway
K05415,ko04623,Immune system,Cytosolic DNA-sensing pathway
K05482,ko04623,Immune system,Cytosolic DNA-sensing pathway
K07209,ko04623,Immune system,Cytosolic DNA-sensing pathway
K07210,ko04623,Immune system,Cytosolic DNA-sensing pathway
K07211,ko04623,Immune system,Cytosolic DNA-sensing pathway
K08847,ko04623,Immune system,Cytosolic DNA-sensing pathway
K08849,ko04623,Immune system,Cytosolic DNA-sensing pathway
K09447,ko04623,Immune system,Cytosolic DNA-sensing pathway
K10790,ko04623,Immune system,Cytosolic DNA-sensing pathway
K12499,ko04623,Immune system,Cytosolic DNA-sensing pathway
K12646,ko04623,Immune system,Cytosolic DNA-sensing pathway
K12648,ko04623,Immune system,Cytosolic DNA-sensing pathway
K12654,ko04623,Immune system,Cytosolic DNA-sensing pathway
K12671,ko04623,Immune system,Cytosolic DNA-sensing pathway
K12799,ko04623,Immune system,Cytosolic DNA-sensing pathway
K12800,ko04623,Immune system,Cytosolic DNA-sensing pathway
K12803,ko04623,Immune system,Cytosolic DNA-sensing pathway
K12889,ko04623,Immune system,Cytosolic DNA-sensing pathway
K12964,ko04623,Immune system,Cytosolic DNA-sensing pathway
K12965,ko04623,Immune system,Cytosolic DNA-sensing pathway
K12966,ko04623,Immune system,Cytosolic DNA-sensing pathway
K12967,ko04623,Immune system,Cytosolic DNA-sensing pathway
K12968,ko04623,Immune system,Cytosolic DNA-sensing pathway
K12969,ko04623,Immune system,Cytosolic DNA-sensing pathway
K12970,ko04623,Immune system,Cytosolic DNA-sensing pathway
K12971,ko04623,Immune system,Cytosolic DNA-sensing pathway
K13116,ko04623,Immune system,Cytosolic DNA-sensing pathway
K14721,ko04623,Immune system,Cytosolic DNA-sensing pathway
K17265,ko04623,Immune system,Cytosolic DNA-sensing pathway
K17834,ko04623,Immune system,Cytosolic DNA-sensing pathway
K20027,ko04623,Immune system,Cytosolic DNA-sensing pathway
K20914,ko04623,Immune system,Cytosolic DNA-sensing pathway
K20917,ko04623,Immune system,Cytosolic DNA-sensing pathway
K22146,ko04623,Immune system,Cytosolic DNA-sensing pathway
K22544,ko04623,Immune system,Cytosolic DNA-sensing pathway
K27162,ko04623,Immune system,Cytosolic DNA-sensing pathway
K01446,ko04624,Immune system,Toll and Imd signaling pathway
K02373,ko04624,Immune system,Toll and Imd signaling pathway
K02580,ko04624,Immune system,Toll and Imd signaling pathway
K03362,ko04624,Immune system,Toll and Imd signaling pathway
K04398,ko04624,Immune system,Toll and Imd signaling pathway
K04404,ko04624,Immune system,Toll and Imd signaling pathway
K04427,ko04624,Immune system,Toll and Imd signaling pathway
K04428,ko04624,Immune system,Toll and Imd signaling pathway
K04431,ko04624,Immune system,Toll and Imd signaling pathway
K04432,ko04624,Immune system,Toll and Imd signaling pathway
K04440,ko04624,Immune system,Toll and Imd signaling pathway
K04441,ko04624,Immune system,Toll and Imd signaling pathway
K04448,ko04624,Immune system,Toll and Imd signaling pathway
K04450,ko04624,Immune system,Toll and Imd signaling pathway
K04729,ko04624,Immune system,Toll and Imd signaling pathway
K04730,ko04624,Immune system,Toll and Imd signaling pathway
K04733,ko04624,Immune system,Toll and Imd signaling pathway
K04734,ko04624,Immune system,Toll and Imd signaling pathway
K06689,ko04624,Immune system,Toll and Imd signaling pathway
K07209,ko04624,Immune system,Toll and Imd signaling pathway
K09031,ko04624,Immune system,Toll and Imd signaling pathway
K09254,ko04624,Immune system,Toll and Imd signaling pathway
K09255,ko04624,Immune system,Toll and Imd signaling pathway
K10580,ko04624,Immune system,Toll and Imd signaling pathway
K10704,ko04624,Immune system,Toll and Imd signaling pathway
K13411,ko04624,Immune system,Toll and Imd signaling pathway
K16060,ko04624,Immune system,Toll and Imd signaling pathway
K18809,ko04624,Immune system,Toll and Imd signaling pathway
K20668,ko04624,Immune system,Toll and Imd signaling pathway
K20669,ko04624,Immune system,Toll and Imd signaling pathway
K20670,ko04624,Immune system,Toll and Imd signaling pathway
K20671,ko04624,Immune system,Toll and Imd signaling pathway
K20672,ko04624,Immune system,Toll and Imd signaling pathway
K20673,ko04624,Immune system,Toll and Imd signaling pathway
K20674,ko04624,Immune system,Toll and Imd signaling pathway
K20675,ko04624,Immune system,Toll and Imd signaling pathway
K20676,ko04624,Immune system,Toll and Imd signaling pathway
K20692,ko04624,Immune system,Toll and Imd signaling pathway
K20693,ko04624,Immune system,Toll and Imd signaling pathway
K20694,ko04624,Immune system,Toll and Imd signaling pathway
K20695,ko04624,Immune system,Toll and Imd signaling pathway
K20696,ko04624,Immune system,Toll and Imd signaling pathway
K20697,ko04624,Immune system,Toll and Imd signaling pathway
K20698,ko04624,Immune system,Toll and Imd signaling pathway
K20699,ko04624,Immune system,Toll and Imd signaling pathway
K20700,ko04624,Immune system,Toll and Imd signaling pathway
K20701,ko04624,Immune system,Toll and Imd signaling pathway
K20702,ko04624,Immune system,Toll and Imd signaling pathway
K20703,ko04624,Immune system,Toll and Imd signaling pathway
K24074,ko04624,Immune system,Toll and Imd signaling pathway
K24075,ko04624,Immune system,Toll and Imd signaling pathway
K24076,ko04624,Immune system,Toll and Imd signaling pathway
K24077,ko04624,Immune system,Toll and Imd signaling pathway
K24092,ko04624,Immune system,Toll and Imd signaling pathway
K24093,ko04624,Immune system,Toll and Imd signaling pathway
K24096,ko04624,Immune system,Toll and Imd signaling pathway
K24097,ko04624,Immune system,Toll and Imd signaling pathway
K00922,ko04625,Immune system,C-type lectin receptor signaling pathway
K01370,ko04625,Immune system,C-type lectin receptor signaling pathway
K02183,ko04625,Immune system,C-type lectin receptor signaling pathway
K02580,ko04625,Immune system,C-type lectin receptor signaling pathway
K02649,ko04625,Immune system,C-type lectin receptor signaling pathway
K02833,ko04625,Immune system,C-type lectin receptor signaling pathway
K03156,ko04625,Immune system,C-type lectin receptor signaling pathway
K04348,ko04625,Immune system,C-type lectin receptor signaling pathway
K04366,ko04625,Immune system,C-type lectin receptor signaling pathway
K04371,ko04625,Immune system,C-type lectin receptor signaling pathway
K04398,ko04625,Immune system,C-type lectin receptor signaling pathway
K04409,ko04625,Immune system,C-type lectin receptor signaling pathway
K04440,ko04625,Immune system,C-type lectin receptor signaling pathway
K04441,ko04625,Immune system,C-type lectin receptor signaling pathway
K04443,ko04625,Immune system,C-type lectin receptor signaling pathway
K04446,ko04625,Immune system,C-type lectin receptor signaling pathway
K04448,ko04625,Immune system,C-type lectin receptor signaling pathway
K04456,ko04625,Immune system,C-type lectin receptor signaling pathway
K04466,ko04625,Immune system,C-type lectin receptor signaling pathway
K04467,ko04625,Immune system,C-type lectin receptor signaling pathway
K04469,ko04625,Immune system,C-type lectin receptor signaling pathway
K04513,ko04625,Immune system,C-type lectin receptor signaling pathway
K04519,ko04625,Immune system,C-type lectin receptor signaling pathway
K04693,ko04625,Immune system,C-type lectin receptor signaling pathway
K04734,ko04625,Immune system,C-type lectin receptor signaling pathway
K04735,ko04625,Immune system,C-type lectin receptor signaling pathway
K04958,ko04625,Immune system,C-type lectin receptor signaling pathway
K04959,ko04625,Immune system,C-type lectin receptor signaling pathway
K04960,ko04625,Immune system,C-type lectin receptor signaling pathway
K05405,ko04625,Immune system,C-type lectin receptor signaling pathway
K05406,ko04625,Immune system,C-type lectin receptor signaling pathway
K05425,ko04625,Immune system,C-type lectin receptor signaling pathway
K05426,ko04625,Immune system,C-type lectin receptor signaling pathway
K05429,ko04625,Immune system,C-type lectin receptor signaling pathway
K05443,ko04625,Immune system,C-type lectin receptor signaling pathway
K05492,ko04625,Immune system,C-type lectin receptor signaling pathway
K05704,ko04625,Immune system,C-type lectin receptor signaling pathway
K05855,ko04625,Immune system,C-type lectin receptor signaling pathway
K05859,ko04625,Immune system,C-type lectin receptor signaling pathway
K06068,ko04625,Immune system,C-type lectin receptor signaling pathway
K06268,ko04625,Immune system,C-type lectin receptor signaling pathway
K06563,ko04625,Immune system,C-type lectin receptor signaling pathway
K06643,ko04625,Immune system,C-type lectin receptor signaling pathway
K07209,ko04625,Immune system,C-type lectin receptor signaling pathway
K07210,ko04625,Immune system,C-type lectin receptor signaling pathway
K07211,ko04625,Immune system,C-type lectin receptor signaling pathway
K07293,ko04625,Immune system,C-type lectin receptor signaling pathway
K07368,ko04625,Immune system,C-type lectin receptor signaling pathway
K07369,ko04625,Immune system,C-type lectin receptor signaling pathway
K07532,ko04625,Immune system,C-type lectin receptor signaling pathway
K07827,ko04625,Immune system,C-type lectin receptor signaling pathway
K07828,ko04625,Immune system,C-type lectin receptor signaling pathway
K07829,ko04625,Immune system,C-type lectin receptor signaling pathway
K07830,ko04625,Immune system,C-type lectin receptor signaling pathway
K07831,ko04625,Immune system,C-type lectin receptor signaling pathway
K07983,ko04625,Immune system,C-type lectin receptor signaling pathway
K08601,ko04625,Immune system,C-type lectin receptor signaling pathway
K08862,ko04625,Immune system,C-type lectin receptor signaling pathway
K09253,ko04625,Immune system,C-type lectin receptor signaling pathway
K09258,ko04625,Immune system,C-type lectin receptor signaling pathway
K09444,ko04625,Immune system,C-type lectin receptor signaling pathway
K10058,ko04625,Immune system,C-type lectin receptor signaling pathway
K10059,ko04625,Immune system,C-type lectin receptor signaling pathway
K10070,ko04625,Immune system,C-type lectin receptor signaling pathway
K10074,ko04625,Immune system,C-type lectin receptor signaling pathway
K11220,ko04625,Immune system,C-type lectin receptor signaling pathway
K11221,ko04625,Immune system,C-type lectin receptor signaling pathway
K11987,ko04625,Immune system,C-type lectin receptor signaling pathway
K12496,ko04625,Immune system,C-type lectin receptor signaling pathway
K12497,ko04625,Immune system,C-type lectin receptor signaling pathway
K12794,ko04625,Immune system,C-type lectin receptor signaling pathway
K12799,ko04625,Immune system,C-type lectin receptor signaling pathway
K12800,ko04625,Immune system,C-type lectin receptor signaling pathway
K14957,ko04625,Immune system,C-type lectin receptor signaling pathway
K14958,ko04625,Immune system,C-type lectin receptor signaling pathway
K17332,ko04625,Immune system,C-type lectin receptor signaling pathway
K17333,ko04625,Immune system,C-type lectin receptor signaling pathway
K17334,ko04625,Immune system,C-type lectin receptor signaling pathway
K17514,ko04625,Immune system,C-type lectin receptor signaling pathway
K21083,ko04625,Immune system,C-type lectin receptor signaling pathway
K21095,ko04625,Immune system,C-type lectin receptor signaling pathway
K22517,ko04625,Immune system,C-type lectin receptor signaling pathway
K00864,ko04626,Environmental adaptation,Plant-pathogen interaction
K01181,ko04626,Environmental adaptation,Plant-pathogen interaction
K01373,ko04626,Environmental adaptation,Plant-pathogen interaction
K02183,ko04626,Environmental adaptation,Plant-pathogen interaction
K02358,ko04626,Environmental adaptation,Plant-pathogen interaction
K02406,ko04626,Environmental adaptation,Plant-pathogen interaction
K04079,ko04626,Environmental adaptation,Plant-pathogen interaction
K04368,ko04626,Environmental adaptation,Plant-pathogen interaction
K05391,ko04626,Environmental adaptation,Plant-pathogen interaction
K08598,ko04626,Environmental adaptation,Plant-pathogen interaction
K09487,ko04626,Environmental adaptation,Plant-pathogen interaction
K12340,ko04626,Environmental adaptation,Plant-pathogen interaction
K12795,ko04626,Environmental adaptation,Plant-pathogen interaction
K13408,ko04626,Environmental adaptation,Plant-pathogen interaction
K13409,ko04626,Environmental adaptation,Plant-pathogen interaction
K13412,ko04626,Environmental adaptation,Plant-pathogen interaction
K13413,ko04626,Environmental adaptation,Plant-pathogen interaction
K13414,ko04626,Environmental adaptation,Plant-pathogen interaction
K13416,ko04626,Environmental adaptation,Plant-pathogen interaction
K13417,ko04626,Environmental adaptation,Plant-pathogen interaction
K13420,ko04626,Environmental adaptation,Plant-pathogen interaction
K13423,ko04626,Environmental adaptation,Plant-pathogen interaction
K13424,ko04626,Environmental adaptation,Plant-pathogen interaction
K13425,ko04626,Environmental adaptation,Plant-pathogen interaction
K13426,ko04626,Environmental adaptation,Plant-pathogen interaction
K13427,ko04626,Environmental adaptation,Plant-pathogen interaction
K13428,ko04626,Environmental adaptation,Plant-pathogen interaction
K13429,ko04626,Environmental adaptation,Plant-pathogen interaction
K13430,ko04626,Environmental adaptation,Plant-pathogen interaction
K13432,ko04626,Environmental adaptation,Plant-pathogen interaction
K13433,ko04626,Environmental adaptation,Plant-pathogen interaction
K13434,ko04626,Environmental adaptation,Plant-pathogen interaction
K13435,ko04626,Environmental adaptation,Plant-pathogen interaction
K13436,ko04626,Environmental adaptation,Plant-pathogen interaction
K13437,ko04626,Environmental adaptation,Plant-pathogen interaction
K13439,ko04626,Environmental adaptation,Plant-pathogen interaction
K13440,ko04626,Environmental adaptation,Plant-pathogen interaction
K13441,ko04626,Environmental adaptation,Plant-pathogen interaction
K13445,ko04626,Environmental adaptation,Plant-pathogen interaction
K13446,ko04626,Environmental adaptation,Plant-pathogen interaction
K13447,ko04626,Environmental adaptation,Plant-pathogen interaction
K13448,ko04626,Environmental adaptation,Plant-pathogen interaction
K13449,ko04626,Environmental adaptation,Plant-pathogen interaction
K13450,ko04626,Environmental adaptation,Plant-pathogen interaction
K13451,ko04626,Environmental adaptation,Plant-pathogen interaction
K13452,ko04626,Environmental adaptation,Plant-pathogen interaction
K13453,ko04626,Environmental adaptation,Plant-pathogen interaction
K13454,ko04626,Environmental adaptation,Plant-pathogen interaction
K13455,ko04626,Environmental adaptation,Plant-pathogen interaction
K13456,ko04626,Environmental adaptation,Plant-pathogen interaction
K13457,ko04626,Environmental adaptation,Plant-pathogen interaction
K13458,ko04626,Environmental adaptation,Plant-pathogen interaction
K13459,ko04626,Environmental adaptation,Plant-pathogen interaction
K13460,ko04626,Environmental adaptation,Plant-pathogen interaction
K13466,ko04626,Environmental adaptation,Plant-pathogen interaction
K13467,ko04626,Environmental adaptation,Plant-pathogen interaction
K13468,ko04626,Environmental adaptation,Plant-pathogen interaction
K13469,ko04626,Environmental adaptation,Plant-pathogen interaction
K13470,ko04626,Environmental adaptation,Plant-pathogen interaction
K13471,ko04626,Environmental adaptation,Plant-pathogen interaction
K13472,ko04626,Environmental adaptation,Plant-pathogen interaction
K13473,ko04626,Environmental adaptation,Plant-pathogen interaction
K13474,ko04626,Environmental adaptation,Plant-pathogen interaction
K13475,ko04626,Environmental adaptation,Plant-pathogen interaction
K13476,ko04626,Environmental adaptation,Plant-pathogen interaction
K13477,ko04626,Environmental adaptation,Plant-pathogen interaction
K13478,ko04626,Environmental adaptation,Plant-pathogen interaction
K14512,ko04626,Environmental adaptation,Plant-pathogen interaction
K15397,ko04626,Environmental adaptation,Plant-pathogen interaction
K16224,ko04626,Environmental adaptation,Plant-pathogen interaction
K16225,ko04626,Environmental adaptation,Plant-pathogen interaction
K16226,ko04626,Environmental adaptation,Plant-pathogen interaction
K18834,ko04626,Environmental adaptation,Plant-pathogen interaction
K18835,ko04626,Environmental adaptation,Plant-pathogen interaction
K18873,ko04626,Environmental adaptation,Plant-pathogen interaction
K18874,ko04626,Environmental adaptation,Plant-pathogen interaction
K18875,ko04626,Environmental adaptation,Plant-pathogen interaction
K18876,ko04626,Environmental adaptation,Plant-pathogen interaction
K18877,ko04626,Environmental adaptation,Plant-pathogen interaction
K18878,ko04626,Environmental adaptation,Plant-pathogen interaction
K18879,ko04626,Environmental adaptation,Plant-pathogen interaction
K18880,ko04626,Environmental adaptation,Plant-pathogen interaction
K20536,ko04626,Environmental adaptation,Plant-pathogen interaction
K20600,ko04626,Environmental adaptation,Plant-pathogen interaction
K23865,ko04626,Environmental adaptation,Plant-pathogen interaction
K23866,ko04626,Environmental adaptation,Plant-pathogen interaction
K27629,ko04626,Environmental adaptation,Plant-pathogen interaction
K00157,ko04630,Signal transduction,JAK-STAT signaling pathway
K00922,ko04630,Signal transduction,JAK-STAT signaling pathway
K02161,ko04630,Signal transduction,JAK-STAT signaling pathway
K02539,ko04630,Signal transduction,JAK-STAT signaling pathway
