em_KEGG_ko,kegg_pathway_id,Overview_category,pathway_name
K08738,ko05017,Neurodegenerative disease,Spinocerebellar ataxia
K08852,ko05017,Neurodegenerative disease,Spinocerebellar ataxia
K08956,ko05017,Neurodegenerative disease,Spinocerebellar ataxia
K09027,ko05017,Neurodegenerative disease,Spinocerebellar ataxia
K09064,ko05017,Neurodegenerative disease,Spinocerebellar ataxia
K09565,ko05017,Neurodegenerative disease,Spinocerebellar ataxia
K10881,ko05017,Neurodegenerative disease,Spinocerebellar ataxia
K11304,ko05017,Neurodegenerative disease,Spinocerebellar ataxia
K11863,ko05017,Neurodegenerative disease,Spinocerebellar ataxia
K14564,ko05017,Neurodegenerative disease,Spinocerebellar ataxia
K15040,ko05017,Neurodegenerative disease,Spinocerebellar ataxia
K15041,ko05017,Neurodegenerative disease,Spinocerebellar ataxia
K15840,ko05017,Neurodegenerative disease,Spinocerebellar ataxia
K17079,ko05017,Neurodegenerative disease,Spinocerebellar ataxia
K17589,ko05017,Neurodegenerative disease,Spinocerebellar ataxia
K17680,ko05017,Neurodegenerative disease,Spinocerebellar ataxia
K17889,ko05017,Neurodegenerative disease,Spinocerebellar ataxia
K17906,ko05017,Neurodegenerative disease,Spinocerebellar ataxia
K17908,ko05017,Neurodegenerative disease,Spinocerebellar ataxia
K17943,ko05017,Neurodegenerative disease,Spinocerebellar ataxia
K17985,ko05017,Neurodegenerative disease,Spinocerebellar ataxia
K19323,ko05017,Neurodegenerative disease,Spinocerebellar ataxia
K19324,ko05017,Neurodegenerative disease,Spinocerebellar ataxia
K19662,ko05017,Neurodegenerative disease,Spinocerebellar ataxia
K19663,ko05017,Neurodegenerative disease,Spinocerebellar ataxia
K19730,ko05017,Neurodegenerative disease,Spinocerebellar ataxia
K20053,ko05017,Neurodegenerative disease,Spinocerebellar ataxia
K20054,ko05017,Neurodegenerative disease,Spinocerebellar ataxia
K20225,ko05017,Neurodegenerative disease,Spinocerebellar ataxia
K20858,ko05017,Neurodegenerative disease,Spinocerebellar ataxia
K21246,ko05017,Neurodegenerative disease,Spinocerebellar ataxia
K21357,ko05017,Neurodegenerative disease,Spinocerebellar ataxia
K23010,ko05017,Neurodegenerative disease,Spinocerebellar ataxia
K23616,ko05017,Neurodegenerative disease,Spinocerebellar ataxia
K23625,ko05017,Neurodegenerative disease,Spinocerebellar ataxia
K23920,ko05017,Neurodegenerative disease,Spinocerebellar ataxia
K23932,ko05017,Neurodegenerative disease,Spinocerebellar ataxia
K23933,ko05017,Neurodegenerative disease,Spinocerebellar ataxia
K00234,ko05020,Neurodegenerative disease,Prion disease
K00235,ko05020,Neurodegenerative disease,Prion disease
K00236,ko05020,Neurodegenerative disease,Prion disease
K00237,ko05020,Neurodegenerative disease,Prion disease
K00411,ko05020,Neurodegenerative disease,Prion disease
K00412,ko05020,Neurodegenerative disease,Prion disease
K00413,ko05020,Neurodegenerative disease,Prion disease
K00414,ko05020,Neurodegenerative disease,Prion disease
K00415,ko05020,Neurodegenerative disease,Prion disease
K00416,ko05020,Neurodegenerative disease,Prion disease
K00417,ko05020,Neurodegenerative disease,Prion disease
K00418,ko05020,Neurodegenerative disease,Prion disease
K00419,ko05020,Neurodegenerative disease,Prion disease
K00420,ko05020,Neurodegenerative disease,Prion disease
K00922,ko05020,Neurodegenerative disease,Prion disease
K02084,ko05020,Neurodegenerative disease,Prion disease
K02125,ko05020,Neurodegenerative disease,Prion disease
K02126,ko05020,Neurodegenerative disease,Prion disease
K02127,ko05020,Neurodegenerative disease,Prion disease
K02128,ko05020,Neurodegenerative disease,Prion disease
K02131,ko05020,Neurodegenerative disease,Prion disease
K02132,ko05020,Neurodegenerative disease,Prion disease
K02133,ko05020,Neurodegenerative disease,Prion disease
K02134,ko05020,Neurodegenerative disease,Prion disease
K02135,ko05020,Neurodegenerative disease,Prion disease
K02136,ko05020,Neurodegenerative disease,Prion disease
K02137,ko05020,Neurodegenerative disease,Prion disease
K02138,ko05020,Neurodegenerative disease,Prion disease
K02158,ko05020,Neurodegenerative disease,Prion disease
K02159,ko05020,Neurodegenerative disease,Prion disease
K02187,ko05020,Neurodegenerative disease,Prion disease
K02256,ko05020,Neurodegenerative disease,Prion disease
K02261,ko05020,Neurodegenerative disease,Prion disease
K02262,ko05020,Neurodegenerative disease,Prion disease
K02263,ko05020,Neurodegenerative disease,Prion disease
K02264,ko05020,Neurodegenerative disease,Prion disease
K02265,ko05020,Neurodegenerative disease,Prion disease
K02266,ko05020,Neurodegenerative disease,Prion disease
K02267,ko05020,Neurodegenerative disease,Prion disease
K02268,ko05020,Neurodegenerative disease,Prion disease
K02270,ko05020,Neurodegenerative disease,Prion disease
K02271,ko05020,Neurodegenerative disease,Prion disease
K02272,ko05020,Neurodegenerative disease,Prion disease
K02273,ko05020,Neurodegenerative disease,Prion disease
K02599,ko05020,Neurodegenerative disease,Prion disease
K02649,ko05020,Neurodegenerative disease,Prion disease
K02725,ko05020,Neurodegenerative disease,Prion disease
K02726,ko05020,Neurodegenerative disease,Prion disease
K02727,ko05020,Neurodegenerative disease,Prion disease
K02728,ko05020,Neurodegenerative disease,Prion disease
K02729,ko05020,Neurodegenerative disease,Prion disease
K02730,ko05020,Neurodegenerative disease,Prion disease
K02731,ko05020,Neurodegenerative disease,Prion disease
K02732,ko05020,Neurodegenerative disease,Prion disease
K02734,ko05020,Neurodegenerative disease,Prion disease
K02735,ko05020,Neurodegenerative disease,Prion disease
K02736,ko05020,Neurodegenerative disease,Prion disease
K02737,ko05020,Neurodegenerative disease,Prion disease
K02738,ko05020,Neurodegenerative disease,Prion disease
K02739,ko05020,Neurodegenerative disease,Prion disease
K03028,ko05020,Neurodegenerative disease,Prion disease
K03029,ko05020,Neurodegenerative disease,Prion disease
K03030,ko05020,Neurodegenerative disease,Prion disease
K03031,ko05020,Neurodegenerative disease,Prion disease
K03032,ko05020,Neurodegenerative disease,Prion disease
K03033,ko05020,Neurodegenerative disease,Prion disease
K03035,ko05020,Neurodegenerative disease,Prion disease
K03036,ko05020,Neurodegenerative disease,Prion disease
K03037,ko05020,Neurodegenerative disease,Prion disease
K03038,ko05020,Neurodegenerative disease,Prion disease
K03039,ko05020,Neurodegenerative disease,Prion disease
K03061,ko05020,Neurodegenerative disease,Prion disease
K03062,ko05020,Neurodegenerative disease,Prion disease
K03063,ko05020,Neurodegenerative disease,Prion disease
K03064,ko05020,Neurodegenerative disease,Prion disease
K03065,ko05020,Neurodegenerative disease,Prion disease
K03066,ko05020,Neurodegenerative disease,Prion disease
K03083,ko05020,Neurodegenerative disease,Prion disease
K03097,ko05020,Neurodegenerative disease,Prion disease
K03115,ko05020,Neurodegenerative disease,Prion disease
K03156,ko05020,Neurodegenerative disease,Prion disease
K03237,ko05020,Neurodegenerative disease,Prion disease
K03283,ko05020,Neurodegenerative disease,Prion disease
K03878,ko05020,Neurodegenerative disease,Prion disease
K03879,ko05020,Neurodegenerative disease,Prion disease
K03880,ko05020,Neurodegenerative disease,Prion disease
K03881,ko05020,Neurodegenerative disease,Prion disease
K03882,ko05020,Neurodegenerative disease,Prion disease
K03883,ko05020,Neurodegenerative disease,Prion disease
K03884,ko05020,Neurodegenerative disease,Prion disease
K03934,ko05020,Neurodegenerative disease,Prion disease
K03935,ko05020,Neurodegenerative disease,Prion disease
K03936,ko05020,Neurodegenerative disease,Prion disease
K03937,ko05020,Neurodegenerative disease,Prion disease
K03938,ko05020,Neurodegenerative disease,Prion disease
K03939,ko05020,Neurodegenerative disease,Prion disease
K03940,ko05020,Neurodegenerative disease,Prion disease
K03941,ko05020,Neurodegenerative disease,Prion disease
K03942,ko05020,Neurodegenerative disease,Prion disease
K03943,ko05020,Neurodegenerative disease,Prion disease
K03944,ko05020,Neurodegenerative disease,Prion disease
K03945,ko05020,Neurodegenerative disease,Prion disease
K03946,ko05020,Neurodegenerative disease,Prion disease
K03947,ko05020,Neurodegenerative disease,Prion disease
K03948,ko05020,Neurodegenerative disease,Prion disease
K03949,ko05020,Neurodegenerative disease,Prion disease
K03950,ko05020,Neurodegenerative disease,Prion disease
K03951,ko05020,Neurodegenerative disease,Prion disease
K03952,ko05020,Neurodegenerative disease,Prion disease
K03953,ko05020,Neurodegenerative disease,Prion disease
K03954,ko05020,Neurodegenerative disease,Prion disease
K03955,ko05020,Neurodegenerative disease,Prion disease
K03956,ko05020,Neurodegenerative disease,Prion disease
K03957,ko05020,Neurodegenerative disease,Prion disease
K03958,ko05020,Neurodegenerative disease,Prion disease
K03959,ko05020,Neurodegenerative disease,Prion disease
K03960,ko05020,Neurodegenerative disease,Prion disease
K03961,ko05020,Neurodegenerative disease,Prion disease
K03962,ko05020,Neurodegenerative disease,Prion disease
K03963,ko05020,Neurodegenerative disease,Prion disease
K03964,ko05020,Neurodegenerative disease,Prion disease
K03965,ko05020,Neurodegenerative disease,Prion disease
K03966,ko05020,Neurodegenerative disease,Prion disease
K03967,ko05020,Neurodegenerative disease,Prion disease
K03968,ko05020,Neurodegenerative disease,Prion disease
K03986,ko05020,Neurodegenerative disease,Prion disease
K03987,ko05020,Neurodegenerative disease,Prion disease
K03988,ko05020,Neurodegenerative disease,Prion disease
K03994,ko05020,Neurodegenerative disease,Prion disease
K03995,ko05020,Neurodegenerative disease,Prion disease
K03996,ko05020,Neurodegenerative disease,Prion disease
K03997,ko05020,Neurodegenerative disease,Prion disease
K03998,ko05020,Neurodegenerative disease,Prion disease
K03999,ko05020,Neurodegenerative disease,Prion disease
K04000,ko05020,Neurodegenerative disease,Prion disease
K04345,ko05020,Neurodegenerative disease,Prion disease
K04348,ko05020,Neurodegenerative disease,Prion disease
K04371,ko05020,Neurodegenerative disease,Prion disease
K04374,ko05020,Neurodegenerative disease,Prion disease
K04383,ko05020,Neurodegenerative disease,Prion disease
K04392,ko05020,Neurodegenerative disease,Prion disease
K04399,ko05020,Neurodegenerative disease,Prion disease
K04440,ko05020,Neurodegenerative disease,Prion disease
K04441,ko05020,Neurodegenerative disease,Prion disease
K04450,ko05020,Neurodegenerative disease,Prion disease
K04452,ko05020,Neurodegenerative disease,Prion disease
K04519,ko05020,Neurodegenerative disease,Prion disease
K04565,ko05020,Neurodegenerative disease,Prion disease
K04741,ko05020,Neurodegenerative disease,Prion disease
K04849,ko05020,Neurodegenerative disease,Prion disease
K04850,ko05020,Neurodegenerative disease,Prion disease
K04851,ko05020,Neurodegenerative disease,Prion disease
K04853,ko05020,Neurodegenerative disease,Prion disease
K04857,ko05020,Neurodegenerative disease,Prion disease
K04958,ko05020,Neurodegenerative disease,Prion disease
K04959,ko05020,Neurodegenerative disease,Prion disease
K04960,ko05020,Neurodegenerative disease,Prion disease
K04961,ko05020,Neurodegenerative disease,Prion disease
K04962,ko05020,Neurodegenerative disease,Prion disease
K04963,ko05020,Neurodegenerative disease,Prion disease
K05208,ko05020,Neurodegenerative disease,Prion disease
K05209,ko05020,Neurodegenerative disease,Prion disease
K05210,ko05020,Neurodegenerative disease,Prion disease
K05211,ko05020,Neurodegenerative disease,Prion disease
K05212,ko05020,Neurodegenerative disease,Prion disease
K05213,ko05020,Neurodegenerative disease,Prion disease
K05214,ko05020,Neurodegenerative disease,Prion disease
K05405,ko05020,Neurodegenerative disease,Prion disease
K05634,ko05020,Neurodegenerative disease,Prion disease
K05635,ko05020,Neurodegenerative disease,Prion disease
K05703,ko05020,Neurodegenerative disease,Prion disease
K05862,ko05020,Neurodegenerative disease,Prion disease
K05863,ko05020,Neurodegenerative disease,Prion disease
K05870,ko05020,Neurodegenerative disease,Prion disease
K06068,ko05020,Neurodegenerative disease,Prion disease
K06268,ko05020,Neurodegenerative disease,Prion disease
K06278,ko05020,Neurodegenerative disease,Prion disease
K06491,ko05020,Neurodegenerative disease,Prion disease
K06691,ko05020,Neurodegenerative disease,Prion disease
K06693,ko05020,Neurodegenerative disease,Prion disease
K07374,ko05020,Neurodegenerative disease,Prion disease
K07375,ko05020,Neurodegenerative disease,Prion disease
K07860,ko05020,Neurodegenerative disease,Prion disease
K08009,ko05020,Neurodegenerative disease,Prion disease
K08010,ko05020,Neurodegenerative disease,Prion disease
K08011,ko05020,Neurodegenerative disease,Prion disease
K08012,ko05020,Neurodegenerative disease,Prion disease
K08738,ko05020,Neurodegenerative disease,Prion disease
K08860,ko05020,Neurodegenerative disease,Prion disease
K09047,ko05020,Neurodegenerative disease,Prion disease
K09048,ko05020,Neurodegenerative disease,Prion disease
K09049,ko05020,Neurodegenerative disease,Prion disease
K09203,ko05020,Neurodegenerative disease,Prion disease
K09490,ko05020,Neurodegenerative disease,Prion disease
K09553,ko05020,Neurodegenerative disease,Prion disease
K09565,ko05020,Neurodegenerative disease,Prion disease
K10396,ko05020,Neurodegenerative disease,Prion disease
K10407,ko05020,Neurodegenerative disease,Prion disease
K10881,ko05020,Neurodegenerative disease,Prion disease
K11351,ko05020,Neurodegenerative disease,Prion disease
K11352,ko05020,Neurodegenerative disease,Prion disease
K11353,ko05020,Neurodegenerative disease,Prion disease
K12499,ko05020,Neurodegenerative disease,Prion disease
K12958,ko05020,Neurodegenerative disease,Prion disease
K12959,ko05020,Neurodegenerative disease,Prion disease
K15040,ko05020,Neurodegenerative disease,Prion disease
K15041,ko05020,Neurodegenerative disease,Prion disease
K20858,ko05020,Neurodegenerative disease,Prion disease
K21421,ko05020,Neurodegenerative disease,Prion disease
K00182,ko05022,Neurodegenerative disease,Pathways of neurodegeneration - multiple diseases
K00234,ko05022,Neurodegenerative disease,Pathways of neurodegeneration - multiple diseases
K00235,ko05022,Neurodegenerative disease,Pathways of neurodegeneration - multiple diseases
K00236,ko05022,Neurodegenerative disease,Pathways of neurodegeneration - multiple diseases
K00237,ko05022,Neurodegenerative disease,Pathways of neurodegeneration - multiple diseases
K00312,ko05022,Neurodegenerative disease,Pathways of neurodegeneration - multiple diseases
K00408,ko05022,Neurodegenerative disease,Pathways of neurodegeneration - multiple diseases
K00411,ko05022,Neurodegenerative disease,Pathways of neurodegeneration - multiple diseases
K00412,ko05022,Neurodegenerative disease,Pathways of neurodegeneration - multiple diseases
K00413,ko05022,Neurodegenerative disease,Pathways of neurodegeneration - multiple diseases
K00414,ko05022,Neurodegenerative disease,Pathways of neurodegeneration - multiple diseases
K00415,ko05022,Neurodegenerative disease,Pathways of neurodegeneration - multiple diseases
K00416,ko05022,Neurodegenerative disease,Pathways of neurodegeneration - multiple diseases
K00417,ko05022,Neurodegenerative disease,Pathways of neurodegeneration - multiple diseases
K00418,ko05022,Neurodegenerative disease,Pathways of neurodegeneration - multiple diseases
K00419,ko05022,Neurodegenerative disease,Pathways of neurodegeneration - multiple diseases
